web-scraper-order,web-scraper-start-url,Link,Link-href,Name,Types,About,Schedule,Duration,Address,Rating,ReviewsNo,ExcellentRating,VeryGoodRating,AverageRating,PoorRating,TerribleRating
"1701389406-1552","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa2880-Lisbon_District_Central_Portugal.html","2900. Mikael Dabrowski","https://www.tripadvisor.com/Attraction_Review-g652084-d21243648-Reviews-Mikael_Dabrowski-Ericeira_Mafra_Lisbon_District_Central_Portugal.html","Mikael Dabrowski","[{""Types"":""Sports Camps & Clinics""}]","My name is Mikael Dabrowski, I have a degree in Biomedicine from University of Halmstad Sweden and I am a holistic health therapist, surfer, former pro kiter and martial arts specialist. 

I offer Sports massage, deep tissue massage and Low level light therapy (Biolight). I am a specialist in rehabilitation of injuries and sport injuries. I also offer Biolight Skincare, Yoga, Meditation and Personal Training services.

Take care and hope to be in touch,
Mikael","","","","5.0","1 review","1","0","0","0","0"
"1701389414-1553","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa2880-Lisbon_District_Central_Portugal.html","2899. Mercado de Fusao","https://www.tripadvisor.com/Attraction_Review-g189158-d3865214-Reviews-Mercado_de_Fusao-Lisbon_Lisbon_District_Central_Portugal.html","Mercado de Fusao","[{""Types"":""Speciality & Gift Shops""}]","","","","Rua Martim Moniz, Lisbon 1100-342 Portugal","3.5","14 reviews","2","6","4","0","0"
"1701389422-1554","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa2880-Lisbon_District_Central_Portugal.html","2898. Tourswalking PT","https://www.tripadvisor.com/Attraction_Review-g189158-d20865918-Reviews-Tourswalking_PT-Lisbon_Lisbon_District_Central_Portugal.html","Tourswalking PT","[{""Types"":""Sports Camps & Clinics""},{""Types"":""Sightseeing Tours""},{""Types"":""Horse-Drawn Carriage Tours""},{""Types"":""Factory Tours""},{""Types"":""Photography Tours""},{""Types"":""Stand Up Paddleboarding""},{""Types"":""Miniature Golf""},{""Types"":""Paint & Pottery Studios""},{""Types"":""Canyoning & Rappelling Tours""},{""Types"":""Distillery Tours""},{""Types"":""Skydiving""},{""Types"":""Day Trips""},{""Types"":""Multi-day Tours""},{""Types"":""Boat Tours""},{""Types"":""Bus Tours""},{""Types"":""Segway Tours""},{""Types"":""Taxis & Shuttles""},{""Types"":""Walking Tours""},{""Types"":""Gear Rentals""},{""Types"":""Boat Rentals""},{""Types"":""Dolphin & Whale Watching""},{""Types"":""Golf Courses""},{""Types"":""Gondola Cruises""},{""Types"":""Speed Boats Tours""},{""Types"":""Horseback Riding Tours""},{""Types"":""Kayaking & Canoeing""},{""Types"":""Parasailing & Paragliding""},{""Types"":""River Rafting & Tubing""},{""Types"":""Scuba & Snorkelling""},{""Types"":""Shark Diving""},{""Types"":""Submarine Tours""},{""Types"":""Surfing & Windsurfing""},{""Types"":""Swim with Dolphins""},{""Types"":""Waterskiing & Jetskiing""},{""Types"":""Duck Tours""},{""Types"":""Beer Tastings & Tours""},{""Types"":""Coffee & Tea Tours""},{""Types"":""Cooking Classes""},{""Types"":""Food Tours""},{""Types"":""Wine Tours & Tastings""},{""Types"":""Escape Games""},{""Types"":""Scavenger Hunts""},{""Types"":""4WD, ATV & Off-Road Tours""},{""Types"":""Adrenaline & Extreme Tours""},{""Types"":""Balloon Rides""},{""Types"":""Bike Tours""},{""Types"":""Climbing Tours""},{""Types"":""Eco Tours""},{""Types"":""Fishing Charters & Tours""},{""Types"":""Hiking & Camping Tours""},{""Types"":""Nature & Wildlife Tours""},{""Types"":""Running Tours""},{""Types"":""Air Tours""},{""Types"":""Archaeology Tours""},{""Types"":""City Tours""},{""Types"":""Cultural Tours""},{""Types"":""Ghost & Vampire Tours""},{""Types"":""Helicopter Tours""},{""Types"":""Historical & Heritage Tours""},{""Types"":""Hop-On Hop-Off Tours""},{""Types"":""Motorcycle Tours""},{""Types"":""Movie & TV Tours""},{""Types"":""Night Tours""},{""Types"":""Private Tours""},{""Types"":""Rail Tours""},{""Types"":""Self-Guided Tours & Rentals""},{""Types"":""Vespa, Scooter & Moped Tours""},{""Types"":""Bar, Club & Pub Tours""},{""Types"":""Fashion Shows & Tours""},{""Types"":""Shopping Tours""},{""Types"":""Safaris""},{""Types"":""Ski & Snow Tours""},{""Types"":""Zipline & Aerial Adventure Parks""}]","","9:00 AM - 5:00 PM","","Call","3.5","4 reviews","2","0","1","0","0"
"1701389429-1555","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa2880-Lisbon_District_Central_Portugal.html","2897. Monumento Ao Pescador","https://www.tripadvisor.com/Attraction_Review-g4995953-d21315553-Reviews-Monumento_Ao_Pescador-Seixal_Lisbon_District_Central_Portugal.html","Monumento Ao Pescador","[{""Types"":""Points of Interest & Landmarks""}]","","","","Rua Paiva Coelho Lisboa-seixal, Seixal 2840-468 Portugal","4.0","2 reviews","0","2","0","0","0"
"1701389437-1556","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa2880-Lisbon_District_Central_Portugal.html","2896. SimplyBus","https://www.tripadvisor.com/Attraction_Review-g189158-d20363513-Reviews-SimplyBus-Lisbon_Lisbon_District_Central_Portugal.html","SimplyBus","[{""Types"":""Hop-On Hop-Off Tours""},{""Types"":""Taxis & Shuttles""},{""Types"":""Private Tours""},{""Types"":""Bus Tours""}]","","12:00 AM - 11:59 PM","","Call","4.0","4 reviews","3","0","0","0","0"
"1701389444-1557","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa2880-Lisbon_District_Central_Portugal.html","2895. Museu Do Ar - Polo Alverca","https://www.tripadvisor.com/Attraction_Review-g1598494-d23357000-Reviews-Museu_Do_Ar_Polo_Alverca-Alverca_do_Ribatejo_Lisbon_District_Central_Portugal.html","Museu Do Ar - Polo Alverca","[{""Types"":""Military Museums""},{""Types"":""Speciality Museums""},{""Types"":""History Museums""}]","","","","Largo Dos Pioneiros Da Aviação S/n, Alverca do Ribatejo 2615-174 Portugal","5.0","1 review","1","0","0","0","0"
"1701389452-1558","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa2880-Lisbon_District_Central_Portugal.html","2894. Maritima Turistica Niko","https://www.tripadvisor.com/Attraction_Review-g189154-d23310020-Reviews-Maritima_Turistica_Niko-Cascais_Lisbon_District_Central_Portugal.html","Maritima Turistica Niko","[{""Types"":""Boat Tours""},{""Types"":""Fishing Charters & Tours""},{""Types"":""Day Trips""}]","","","","Visit website","5.0","1 review","1","0","0","0","0"
"1701389459-1559","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa2880-Lisbon_District_Central_Portugal.html","2893. Igreja Paroquial de São Brás","https://www.tripadvisor.com/Attraction_Review-g1132025-d23378533-Reviews-Igreja_Paroquial_de_Sao_Bras-Amadora_Lisbon_District_Central_Portugal.html","Igreja Paroquial de São Brás","[{""Types"":""Points of Interest & Landmarks""},{""Types"":""Churches & Cathedrals""}]","","","","Av. Artur Semedo, Amadora 2700-501 Portugal","5.0","1 review","1","0","0","0","0"
"1701389467-1560","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa2880-Lisbon_District_Central_Portugal.html","2892. Centro de Artes e Criatividade de Torres Vedras","https://www.tripadvisor.com/Attraction_Review-g656858-d23448630-Reviews-Centro_de_Artes_e_Criatividade_de_Torres_Vedras-Torres_Vedras_Lisbon_District_Ce.html","Centro de Artes e Criatividade de Torres Vedras","[{""Types"":""Art Museums""}]","Celebração da vida, sátira, transformação, libertação e transgressão. O Centro de Artes e Criatividade (CAC) de Torres Vedras centra-se no Carnaval, dando a conhecer as expressões artísticas de uma celebração assinalada um pouco por tudo o mundo. A exposição permanente Carnaval: Ritos, Artes e Criatividade mostra uma multiplicidade cultural que tem como denominador comum o Carnaval e onde não podiam faltar a história, as artes e os protagonistas do Carnaval de Torres Vedras. Centrando o seu conteúdo e atividade no Carnaval, este equipamento pretende promover o desenvolvimento das práticas artísticas e da criatividade como formas de inclusão social, com reflexos positivos no sentimento de pertença junto das comunidades da Encosta de São Vicente e da cidade de Torres Vedras. Tendo em conta a crescente importância social e económica do Carnaval de Torres Vedras, o Centro de Artes e Criatividade pretende, ainda, promover a inovação, o empreendedorismo e o desenvolvimento do tecido económico local. Paralelamente o CAC tem o propósito de inventariar, documentar e preservar o seu acervo, nomeadamente salvaguardar e divulgar o espólio documental e artístico relacionado com o Carnaval de Torres Vedras e as temáticas a ele associadas. Visa recolher e salvaguardar os testemunhos materiais (e imateriais) do Carnaval de Torres Vedras enquanto património coletivo, designadamente criando um repositório de memórias da comunidade sobre o Carnaval local. Procura ainda estabelecer parcerias e/ou redes nacionais e internacionais com universidades e/ou instituições museológicas ligadas ao Carnaval e às suas artes, contribuindo para o seu estudo e divulgação.","10:00 AM - 6:00 PM","","Rua Leonel Trindade, Torres Vedras 2560-612 Portugal","5.0","1 review","1","0","0","0","0"
"1701389474-1561","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa2880-Lisbon_District_Central_Portugal.html","2891. Roadyng - It´s time to travel","https://www.tripadvisor.com/Attraction_Review-g189158-d19393927-Reviews-Roadyng_It_s_time_to_travel-Lisbon_Lisbon_District_Central_Portugal.html","Roadyng - It´s time to travel","[{""Types"":""Multi-day Tours""},{""Types"":""Taxis & Shuttles""}]","","","","Visit website","5.0","1 review","1","0","0","0","0"
"1701389482-1562","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa2880-Lisbon_District_Central_Portugal.html","2890. Marina Grebennikova","https://www.tripadvisor.com/Attraction_Review-g189158-d23471332-Reviews-Marina_Grebennikova-Lisbon_Lisbon_District_Central_Portugal.html","Marina Grebennikova","[{""Types"":""Multi-day Tours""},{""Types"":""Private Tours""},{""Types"":""Food Tours""},{""Types"":""Wine Tours & Tastings""},{""Types"":""Day Trips""}]","","","","Visit website","5.0","1 review","1","0","0","0","0"
"1701389489-1563","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa2880-Lisbon_District_Central_Portugal.html","2889. Cha Massage & Wellness","https://www.tripadvisor.com/Attraction_Review-g189158-d23336806-Reviews-Cha_Massage_Wellness-Lisbon_Lisbon_District_Central_Portugal.html","Cha Massage & Wellness","[{""Types"":""Spas""}]","","","","Visit website","5.0","1 review","1","0","0","0","0"
"1701389496-1564","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa2880-Lisbon_District_Central_Portugal.html","2888. Passadiço Do Bom Sucesso - Belém","https://www.tripadvisor.com/Attraction_Review-g189158-d24119592-Reviews-Passadico_Do_Bom_Sucesso_Belem-Lisbon_Lisbon_District_Central_Portugal.html","Passadiço Do Bom Sucesso - Belém","[{""Types"":""Bridges""}]","","12:00 AM - 11:59 PM","","Doca do Bom Sucesso Avenida Brasília, Lisbon 1400-038 Portugal","3.5","3 reviews","1","1","0","1","0"
"1701389504-1565","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa2880-Lisbon_District_Central_Portugal.html","2887. Lisbon Wave School","https://www.tripadvisor.com/Attraction_Review-g189158-d7362419-Reviews-Lisbon_Wave_School-Lisbon_Lisbon_District_Central_Portugal.html","Lisbon Wave School","[{""Types"":""Surfing & Windsurfing""}]","","","","Call","5.0","1 review","1","0","0","0","0"
"1701389511-1566","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa2880-Lisbon_District_Central_Portugal.html","2886. Nautilus Dive Center","https://www.tripadvisor.com/Attraction_Review-g189158-d8541444-Reviews-Nautilus_Dive_Center-Lisbon_Lisbon_District_Central_Portugal.html","Nautilus Dive Center","[{""Types"":""Scuba & Snorkelling""}]","","","","Call","5.0","1 review","1","0","0","0","0"
"1701389518-1567","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa2880-Lisbon_District_Central_Portugal.html","2885. Piscina Das Arribas","https://www.tripadvisor.com/Attraction_Review-g189164-d23622752-Reviews-Piscina_Das_Arribas-Sintra_Sintra_Municipality_Lisbon_District_Central_Portugal.html","Piscina Das Arribas","[{""Types"":""Sports Complexes""}]","","","","","5.0","1 review","1","0","0","0","0"
"1701389526-1568","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa2880-Lisbon_District_Central_Portugal.html","2884. Praia Das Maçãs","https://www.tripadvisor.com/Attraction_Review-g189164-d23622771-Reviews-Praia_Das_Macas-Sintra_Sintra_Municipality_Lisbon_District_Central_Portugal.html","Praia Das Maçãs","[{""Types"":""Beaches""}]","","","","Colares/sintra R. Bartolomeu Dias, Colares, Sintra 2705-300 Portugal","5.0","1 review","1","0","0","0","0"
"1701389533-1569","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa2880-Lisbon_District_Central_Portugal.html","2883. Pato Brewing (Brewery & Taproom)","https://www.tripadvisor.com/Attraction_Review-g189164-d16718107-Reviews-Pato_Brewing_Brewery_Taproom-Sintra_Sintra_Municipality_Lisbon_District_Central_.html","Pato Brewing (Brewery & Taproom)","[{""Types"":""Breweries""}]","Cascais Craft Beer! A Portuguese brewery born in a Cascais garage in late 2016. Our Journey has seen us brewing in several locations. In 2018 we created our new home on the border of Cascais/Sintra. Now recognized as one of the top craft brewers in Portugal! Come visit our Brewery & Taproom, just 10 minutes from the centre of Cascais. Brewery tours and tastings available in English or Portuguese. Look for the Pato at local restaurants and bars in Cascais, Sintra and Lisbon. “A a Duck’n good beer” D. Wells","4:00 PM - 11:00 PM","Duration: 1-2 hours","Avenida Pedro Alvares Cabral 177 Aramazem G, Sintra 2710-144 Portugal","5.0","1 review","1","0","0","0","0"
"1701389542-1570","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa2880-Lisbon_District_Central_Portugal.html","2882. Benkalex Tours","https://www.tripadvisor.com/Attraction_Review-g189158-d19845108-Reviews-Benkalex_Tours-Lisbon_Lisbon_District_Central_Portugal.html","Benkalex Tours","[{""Types"":""Multi-day Tours""},{""Types"":""4WD, ATV & Off-Road Tours""},{""Types"":""Taxis & Shuttles""},{""Types"":""Walking Tours""},{""Types"":""Hiking & Camping Tours""},{""Types"":""Private Tours""},{""Types"":""Self-Guided Tours & Rentals""},{""Types"":""Day Trips""}]","","","","Call","5.0","1 review","1","0","0","0","0"
"1701389550-1571","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa2880-Lisbon_District_Central_Portugal.html","2881. Iberhills Lda","https://www.tripadvisor.com/Attraction_Review-g189158-d19265278-Reviews-Iberhills_Lda-Lisbon_Lisbon_District_Central_Portugal.html","Iberhills Lda","[{""Types"":""Multi-day Tours""},{""Types"":""Private Tours""},{""Types"":""Day Trips""}]","","","","Call","5.0","1 review","1","0","0","0","0"
"1701389565-1572","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa2850-Lisbon_District_Central_Portugal.html","2880. Ruao Wines","https://www.tripadvisor.com/Attraction_Review-g189158-d3165335-Reviews-Ruao_Wines-Lisbon_Lisbon_District_Central_Portugal.html","Ruao Wines","[{""Types"":""Speciality & Gift Shops""}]","Located in centre of Lisbon, Ruoao Wines is a space dedicated and focused on Gourmet Traditional Portuguese Products. Wines, Liqueurs, Delicatessen, Famous Custard Tarts and Cafe. Ruoao Wines would like to invite you to experience the great flavours of Portugal, have a peek and exquisite wines selection, award winning foods and beautiful traditional pieces made by highly skilled craftsmen.","","","Rua dos Fanqueiros No 37, Lisbon 1100-226 Portugal","4.5","2 reviews","1","1","0","0","0"
"1701389572-1573","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa2850-Lisbon_District_Central_Portugal.html","2879. 360Lisboa","https://www.tripadvisor.com/Attraction_Review-g189158-d21141696-Reviews-360Lisboa-Lisbon_Lisbon_District_Central_Portugal.html","360Lisboa","[{""Types"":""Bar, Club & Pub Tours""},{""Types"":""Multi-day Tours""},{""Types"":""Cultural Tours""},{""Types"":""Historical & Heritage Tours""},{""Types"":""Taxis & Shuttles""},{""Types"":""Beer Tastings & Tours""},{""Types"":""Private Tours""},{""Types"":""Food Tours""},{""Types"":""Wine Tours & Tastings""},{""Types"":""Vespa, Scooter & Moped Tours""},{""Types"":""Day Trips""}]","","9:00 AM - 7:00 PM","","Call","5.0","1 review","1","0","0","0","0"
"1701389580-1574","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa2850-Lisbon_District_Central_Portugal.html","2878. O Gabinete De Madame Thao","https://www.tripadvisor.com/Attraction_Review-g189158-d23526250-Reviews-O_Gabinete_De_Madame_Thao-Lisbon_Lisbon_District_Central_Portugal.html","O Gabinete De Madame Thao","[{""Types"":""Art Galleries""}]","O GABINETE DE MADAME THAO is a hybrid space dedicated to art and paper; on one hand a contemporary drawing gallery and artist studio, on the other one a boutique of Asian handmade papers and second-hand books (mostly art books, essays, and children books in English, Portuguese and French).","12:00 PM - 5:00 PM","","Lx Factory Rua Rodrigues de Faria 103 Loft I 2-07, Lisbon 1300-501 Portugal","5.0","1 review","1","0","0","0","0"
"1701389587-1575","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa2850-Lisbon_District_Central_Portugal.html","2877. Memorias & Muralhas","https://www.tripadvisor.com/Attraction_Review-g189158-d19070154-Reviews-Memorias_Muralhas-Lisbon_Lisbon_District_Central_Portugal.html","Memorias & Muralhas","[{""Types"":""Taxis & Shuttles""},{""Types"":""Day Trips""}]","","7:00 AM - 11:30 PM","","Call","5.0","1 review","1","0","0","0","0"
"1701389594-1576","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa2850-Lisbon_District_Central_Portugal.html","2876. Luggage at City Center - Storage & Internet Lounge","https://www.tripadvisor.com/Attraction_Review-g189158-d19852201-Reviews-Luggage_at_City_Center_Storage_Internet_Lounge-Lisbon_Lisbon_District_Central_Po.html","Luggage at City Center - Storage & Internet Lounge","[{""Types"":""Self-Guided Tours & Rentals""}]","","9:00 AM - 8:00 PM","","Call","5.0","1 review","1","0","0","0","0"
"1701389602-1577","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa2850-Lisbon_District_Central_Portugal.html","2875. Fonte do Cabo","https://www.tripadvisor.com/Attraction_Review-g652084-d20157315-Reviews-Fonte_do_Cabo-Ericeira_Mafra_Lisbon_District_Central_Portugal.html","Fonte do Cabo","[{""Types"":""Fountains""}]","","","","","4.0","2 reviews","0","2","0","0","0"
"1701389609-1578","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa2850-Lisbon_District_Central_Portugal.html","2874. Garrafeira Nobreza","https://www.tripadvisor.com/Attraction_Review-g189158-d23754077-Reviews-Garrafeira_Nobreza-Lisbon_Lisbon_District_Central_Portugal.html","Garrafeira Nobreza","[{""Types"":""Wineries & Vineyards""}]","Wine Shop","","","Rua de São Julião 54 Santa Maria Maior, Lisbon 1100-526 Portugal","5.0","1 review","1","0","0","0","0"
"1701389617-1579","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa2850-Lisbon_District_Central_Portugal.html","2873. Alexandrina Bonecos Regionais - Cascais","https://www.tripadvisor.com/Attraction_Review-g189154-d23791119-Reviews-Alexandrina_Bonecos_Regionais_Cascais-Cascais_Lisbon_District_Central_Portugal.html","Alexandrina Bonecos Regionais - Cascais","[{""Types"":""Speciality & Gift Shops""}]","","","","Rua Regimento 19 de Infantaria, Cascais 2750-474 Portugal","5.0","1 review","1","0","0","0","0"
"1701389624-1580","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa2850-Lisbon_District_Central_Portugal.html","2872. Chapelaria Azevedo","https://www.tripadvisor.com/Attraction_Review-g189158-d14197085-Reviews-Chapelaria_Azevedo-Lisbon_Lisbon_District_Central_Portugal.html","Chapelaria Azevedo","[{""Types"":""Speciality & Gift Shops""}]","","","","Praca Dom Pedro IV 73, Lisbon 1100-202 Portugal","4.5","2 reviews","1","1","0","0","0"
"1701389632-1581","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa2850-Lisbon_District_Central_Portugal.html","2871. Lisbon Always Lovely - Tuk Tuk Tours in Lisbon","https://www.tripadvisor.com/Attraction_Review-g189158-d23240024-Reviews-Lisbon_Always_Lovely_Tuk_Tuk_Tours_in_Lisbon-Lisbon_Lisbon_District_Central_Port.html","Lisbon Always Lovely - Tuk Tuk Tours in Lisbon","[{""Types"":""Day Trips""}]","","","","Call","5.0","1 review","1","0","0","0","0"
"1701389641-1582","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa2850-Lisbon_District_Central_Portugal.html","2870. Arca Gallery Portugal","https://www.tripadvisor.com/Attraction_Review-g189158-d23828674-Reviews-Arca_Gallery_Portugal-Lisbon_Lisbon_District_Central_Portugal.html","Arca Gallery Portugal","[{""Types"":""Art Galleries""}]","","12:00 AM - 11:59 PM","","R. Das Portas De Santos Antão, 112 134 Hotel The One Palácio Da Anunciada, Lisbon 1150-268 Portugal","5.0","1 review","1","0","0","0","0"
"1701389648-1583","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa2850-Lisbon_District_Central_Portugal.html","2869. Quinta Pedagogica Armando Villar","https://www.tripadvisor.com/Attraction_Review-g189154-d12375263-Reviews-Quinta_Pedagogica_Armando_Villar-Cascais_Lisbon_District_Central_Portugal.html","Quinta Pedagogica Armando Villar","[{""Types"":""Lessons & Workshops""},{""Types"":""Farms""}]","Unique portray of a typical Portuguese farm, we provide the interaction with live animals, an organic vegetable garden and an orchard for children and families to visit and engage with nature. Just a blink away from the picturesque villa of Cascais, our farm aims to educate and allow children to reconnect with a natural environment while enjoying an outdoor experience.","10:00 AM - 7:00 PM","Duration: 2-3 hours","Terceira Circular, Cascais 2755-009 Portugal","4.5","2 reviews","1","1","0","0","0"
"1701389655-1584","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa2850-Lisbon_District_Central_Portugal.html","2868. Taxi2Airport Lisbon","https://www.tripadvisor.com/Attraction_Review-g189158-d20113176-Reviews-Taxi2Airport_Lisbon-Lisbon_Lisbon_District_Central_Portugal.html","Taxi2Airport Lisbon","[{""Types"":""Taxis & Shuttles""}]","Taxi2Airport.com is an online reservation and booking system for airport transfers all around the globe. We are committed to providing safe and reliable transfers over all areas to and from all airports, cruise ports, and main train stations. Our service operates across 150+ countries and 1500+ airports with an excellent customer satisfaction rating of 4.5 out of 5 based on 35k+ reviews.","","","Weteringschans 28, Lisbon 1017 Portugal","4.0","5 reviews","3","1","0","0","0"
"1701389663-1585","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa2850-Lisbon_District_Central_Portugal.html","2867. Discover With Us","https://www.tripadvisor.com/Attraction_Review-g189158-d20869086-Reviews-Discover_With_Us-Lisbon_Lisbon_District_Central_Portugal.html","Discover With Us","[{""Types"":""Multi-day Tours""},{""Types"":""Distillery Tours""},{""Types"":""Taxis & Shuttles""},{""Types"":""Beer Tastings & Tours""},{""Types"":""Private Tours""},{""Types"":""Food Tours""},{""Types"":""Wine Tours & Tastings""},{""Types"":""Day Trips""}]","","9:00 AM - 6:00 PM","","Call","5.0","1 review","1","0","0","0","0"
"1701389670-1586","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa2850-Lisbon_District_Central_Portugal.html","2866. Honest Routes","https://www.tripadvisor.com/Attraction_Review-g189158-d23653987-Reviews-Honest_Routes-Lisbon_Lisbon_District_Central_Portugal.html","Honest Routes","[{""Types"":""Multi-day Tours""},{""Types"":""Private Tours""},{""Types"":""Day Trips""}]","","","","Call","5.0","1 review","1","0","0","0","0"
"1701389678-1587","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa2850-Lisbon_District_Central_Portugal.html","2865. Parques De Sintra-Monte Da Lua","https://www.tripadvisor.com/Attraction_Review-g189164-d21249532-Reviews-Parques_De_Sintra_Monte_Da_Lua-Sintra_Sintra_Municipality_Lisbon_District_Centra.html","Parques De Sintra-Monte Da Lua","[{""Types"":""Points of Interest & Landmarks""}]","Parques de Sintra-Monte da Lua, S.A. (PSML) is an entirely state owned company set up in 2000 following the UNESCO classification of the Sintra Cultural Landscape as of World Heritage status (1995). It was set up with the objective of merging the different institutions holding responsibilities for safeguarding and valuing the Sintra Cultural Landscape.","","Duration: More than 3 hours","R. Visc. De Monserrate Park & Palace Of Monserrate, Sintra 2710-405 Portugal","4.0","4 reviews","2","1","0","0","0"
"1701389685-1588","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa2850-Lisbon_District_Central_Portugal.html","2864. wildtours","https://www.tripadvisor.com/Attraction_Review-g189158-d17801919-Reviews-Wildtours-Lisbon_Lisbon_District_Central_Portugal.html","wildtours","[{""Types"":""City Tours""},{""Types"":""Multi-day Tours""},{""Types"":""Cultural Tours""},{""Types"":""4WD, ATV & Off-Road Tours""},{""Types"":""Taxis & Shuttles""},{""Types"":""Day Trips""}]","","","","Call","5.0","1 review","1","0","0","0","0"
"1701389692-1589","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa2850-Lisbon_District_Central_Portugal.html","2863. Shiatsu Terapia Andrea Gomes","https://www.tripadvisor.com/Attraction_Review-g189158-d15832219-Reviews-Shiatsu_Terapia_Andrea_Gomes-Lisbon_Lisbon_District_Central_Portugal.html","Shiatsu Terapia Andrea Gomes","[{""Types"":""Health Clubs""},{""Types"":""Spas""}]","Shiatsu is a massage therapy of Japanese origin that stimulates the body's immune response and regenerative capacity, favorings physical, mental and emotional balance. Thus acting in the treatment and prevention of health problems. Shiatsu massage is performed on a table or tatami, without the need for the patient to undress. Pressure is applied especially through the hands and thumbs. The sessions last on average 50 minutes.","9:00 AM - 8:00 PM","Duration: < 1 hour","Rua Abade Faria 9 First Floor, Lisbon 1900-002 Portugal","5.0","1 review","1","0","0","0","0"
"1701389700-1590","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa2850-Lisbon_District_Central_Portugal.html","2862. Venceslau Garrafeira & Wine Bar","https://www.tripadvisor.com/Attraction_Review-g656858-d23899096-Reviews-Venceslau_Garrafeira_Wine_Bar-Torres_Vedras_Lisbon_District_Central_Portugal.html","Venceslau Garrafeira & Wine Bar","[{""Types"":""Speciality & Gift Shops""},{""Types"":""Wine Bars""}]","","10:00 AM - 9:00 PM","","Av. Ten-Cel. João Luís de Moura, 17 Municipal Market of Torres Vedras, Floor 1, Torres Vedras 2560-336 Portugal","5.0","1 review","1","0","0","0","0"
"1701389717-1591","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa2850-Lisbon_District_Central_Portugal.html","2861. Quiosque Avenida de Roma","https://www.tripadvisor.com/Attraction_Review-g189158-d8638886-Reviews-Quiosque_Avenida_de_Roma-Lisbon_Lisbon_District_Central_Portugal.html","Quiosque Avenida de Roma","[{""Types"":""Bars & Clubs""}]","","","Duration: More than 3 hours","Jardim Fernando Pessa Avenida de Roma, Lisbon 1000-265 Portugal","5.0","2 reviews","2","0","0","0","0"
"1701389724-1592","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa2850-Lisbon_District_Central_Portugal.html","2860. Taxivision","https://www.tripadvisor.com/Attraction_Review-g189158-d12219515-Reviews-Taxivision-Lisbon_Lisbon_District_Central_Portugal.html","Taxivision","[{""Types"":""Taxis & Shuttles""}]","","12:00 AM - 11:59 PM","Duration: More than 3 hours","","5.0","2 reviews","2","0","0","0","0"
"1701389732-1593","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa2850-Lisbon_District_Central_Portugal.html","2859. Rita Salazar Store","https://www.tripadvisor.com/Attraction_Review-g189158-d606554-Reviews-Rita_Salazar_Store-Lisbon_Lisbon_District_Central_Portugal.html","Rita Salazar Store","[{""Types"":""Speciality & Gift Shops""}]","","10:00 AM - 7:00 PM","","Avenida de Roma 16, Lisbon 1000-265 Portugal","4.5","4 reviews","2","2","0","0","0"
"1701389739-1594","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa2850-Lisbon_District_Central_Portugal.html","2858. The Lisbon Frame","https://www.tripadvisor.com/Attraction_Review-g189158-d17567894-Reviews-The_Lisbon_Frame-Lisbon_Lisbon_District_Central_Portugal.html","The Lisbon Frame","[{""Types"":""Paint & Pottery Studios""},{""Types"":""Day Trips""}]","","","","","5.0","1 review","1","0","0","0","0"
