web-scraper-order,web-scraper-start-url,Link,Link-href,Name,Types,About,Schedule,Duration,Address,Rating,ReviewsNo,ExcellentRating,VeryGoodRating,AverageRating,PoorRating,TerribleRating
"1701404248-3509","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa930-Lisbon_District_Central_Portugal.html","943. Igreja Matriz de Odivelas","https://www.tripadvisor.com/Attraction_Review-g189158-d19327232-Reviews-Igreja_Matriz_de_Odivelas-Lisbon_Lisbon_District_Central_Portugal.html","Igreja Matriz de Odivelas","[{""Types"":""Churches & Cathedrals""}]","","","","Rua Alberto Monteiro,37, Lisbon 2675-368 Portugal","4.5","2 reviews","1","1","0","0","0"
"1701404256-3510","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa930-Lisbon_District_Central_Portugal.html","942. Igreja de Sao Joao Baptista","https://www.tripadvisor.com/Attraction_Review-g189158-d19326808-Reviews-Igreja_de_Sao_Joao_Baptista-Lisbon_Lisbon_District_Central_Portugal.html","Igreja de Sao Joao Baptista","[{""Types"":""Churches & Cathedrals""}]","","","","Largo Sao Joao Baptista, Lisbon 1600-760 Portugal","4.5","2 reviews","1","1","0","0","0"
"1701404263-3511","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa930-Lisbon_District_Central_Portugal.html","941. Casa da Achada - Centro Mário Dionísio","https://www.tripadvisor.com/Attraction_Review-g189158-d7062414-Reviews-Casa_da_Achada_Centro_Mario_Dionisio-Lisbon_Lisbon_District_Central_Portugal.html","Casa da Achada - Centro Mário Dionísio","[{""Types"":""Points of Interest & Landmarks""}]","The Casa da Achada - Mario Dionisio Centre was founded in Lisbon in September 2008 by a group of over fifty of Mario Dionisio's friends, relatives, former students and teaching assistants, connoisseurs and scholars of his work. It opened to the public in September 2009. The Mario Dionisio Centre, which is housed in Casa da Achada, preserves his literary and artistic assets, his personal archive as well as the library he shared with his wife, Maria Leticia Clemente da Silva. This documentation centre has over 6,000 books and 300 periodicals and may be consulted by appointment. The documentation centre library catalogue is available online. As a cultural centre in Lisbon, where the writer, painter and teacher, was born (1916), lived and died (1993), Casa da Achada focuses on his personal interests and work. The public area is reserved for exhibitions, book readings, film projections, debates, workshops and social events that celebrate Mario Dionisio's life and work. There is also a well-stocked lending library catering to popular tastes in books. An updated catalogue is available online.","3:00 PM - 8:00 PM","","Rua da Achada 11, Lisbon 1100-004 Portugal","4.5","3 reviews","1","2","0","0","0"
"1701404270-3512","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa930-Lisbon_District_Central_Portugal.html","940. Hommage a Pessoa","https://www.tripadvisor.com/Attraction_Review-g189158-d19387659-Reviews-Hommage_a_Pessoa-Lisbon_Lisbon_District_Central_Portugal.html","Hommage a Pessoa","[{""Types"":""Monuments & Statues""}]","","","","Largo de Sao Carlos, Lisbon 1200-443 Portugal","4.0","3 reviews","1","1","1","0","0"
"1701404277-3513","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa930-Lisbon_District_Central_Portugal.html","939. The Lisbon Players Theatre","https://www.tripadvisor.com/Attraction_Review-g189158-d6965324-Reviews-The_Lisbon_Players_Theatre-Lisbon_Lisbon_District_Central_Portugal.html","The Lisbon Players Theatre","[{""Types"":""Theaters""}]","We are the oldest and longest continuously running English language theatre association in Lisbon. With a steady roster of six full productions and assorted workshops and concerts, we offer something new on the boards every month. A night out at the Lisbon players is an occassion to mingle with amiable company, and delight in the performances of an international team of actors in diverse shows.","","Duration: 1-2 hours","Rua da Estrela 10, Lisbon 1200-669 Portugal","5.0","4 reviews","4","0","0","0","0"
"1701404284-3514","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa930-Lisbon_District_Central_Portugal.html","938. Edificio da Pastelaria Versailles","https://www.tripadvisor.com/Attraction_Review-g189158-d19725023-Reviews-Edificio_da_Pastelaria_Versailles-Lisbon_Lisbon_District_Central_Portugal.html","Edificio da Pastelaria Versailles","[{""Types"":""Points of Interest & Landmarks""},{""Types"":""Architectural Buildings""}]","","","","Avenida da Republica 15, Lisbon 1050-185 Portugal","5.0","2 reviews","2","0","0","0","0"
"1701404291-3515","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa930-Lisbon_District_Central_Portugal.html","937. Estatua de Bartolomeu de Gusmao","https://www.tripadvisor.com/Attraction_Review-g189158-d19621950-Reviews-Estatua_de_Bartolomeu_de_Gusmao-Lisbon_Lisbon_District_Central_Portugal.html","Estatua de Bartolomeu de Gusmao","[{""Types"":""Monuments & Statues""}]","","","","Alameda das Comunidades Portuguesas 73A, Lisbon 1700-998 Portugal","5.0","1 review","1","0","0","0","0"
"1701404298-3516","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa930-Lisbon_District_Central_Portugal.html","936. Mulher vendo-se ao espelho","https://www.tripadvisor.com/Attraction_Review-g189158-d19621965-Reviews-Mulher_vendo_se_ao_espelho-Lisbon_Lisbon_District_Central_Portugal.html","Mulher vendo-se ao espelho","[{""Types"":""Monuments & Statues""}]","","","","Jardim do Campo Grande, Lisbon 1700-094 Portugal","5.0","1 review","1","0","0","0","0"
"1701404305-3517","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa930-Lisbon_District_Central_Portugal.html","935. Chafariz da Fonte Santa","https://www.tripadvisor.com/Attraction_Review-g189158-d19410420-Reviews-Chafariz_da_Fonte_Santa-Lisbon_Lisbon_District_Central_Portugal.html","Chafariz da Fonte Santa","[{""Types"":""Fountains""}]","","","","Rua Coronel Ribeiro Viana, Lisbon 1350-249 Portugal","5.0","1 review","1","0","0","0","0"
"1701404312-3518","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa930-Lisbon_District_Central_Portugal.html","934. Capela do Paco da Bemposta","https://www.tripadvisor.com/Attraction_Review-g189158-d19410516-Reviews-Capela_do_Paco_da_Bemposta-Lisbon_Lisbon_District_Central_Portugal.html","Capela do Paco da Bemposta","[{""Types"":""Churches & Cathedrals""}]","","","","Paco da Rainha 30, Lisbon 1150-246 Portugal","5.0","1 review","1","0","0","0","0"
"1701404319-3519","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa930-Lisbon_District_Central_Portugal.html","933. Menina calcando Meia","https://www.tripadvisor.com/Attraction_Review-g189158-d19398824-Reviews-Menina_calcando_Meia-Lisbon_Lisbon_District_Central_Portugal.html","Menina calcando Meia","[{""Types"":""Monuments & Statues""}]","","","","Parque Eduardo VII de Inglaterra, Lisbon 1070-099 Portugal","5.0","1 review","1","0","0","0","0"
"1701404327-3520","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa930-Lisbon_District_Central_Portugal.html","932. Escultura-Primeira Travessia Aerea do Atlantico Sul","https://www.tripadvisor.com/Attraction_Review-g189158-d19370536-Reviews-Escultura_Primeira_Travessia_Aerea_do_Atlantico_Sul-Lisbon_Lisbon_District_Centr.html","Escultura-Primeira Travessia Aerea do Atlantico Sul","[{""Types"":""Monuments & Statues""}]","","","","Largo Frei Heitor Pinto, Lisbon 1700-330 Portugal","5.0","2 reviews","2","0","0","0","0"
"1701404334-3521","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa930-Lisbon_District_Central_Portugal.html","931. Chafariz de Sao Domingos de Benfica","https://www.tripadvisor.com/Attraction_Review-g189158-d15242364-Reviews-Chafariz_de_Sao_Domingos_de_Benfica-Lisbon_Lisbon_District_Central_Portugal.html","Chafariz de Sao Domingos de Benfica","[{""Types"":""Fountains""}]","","","Duration: < 1 hour","Largo Sao Domingos de Benfica, Lisbon 1500-554 Portugal","4.0","1 review","0","1","0","0","0"
"1701404348-3522","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa900-Lisbon_District_Central_Portugal.html","930. Ermida dos Fieis de Deus","https://www.tripadvisor.com/Attraction_Review-g189158-d19787232-Reviews-Ermida_dos_Fieis_de_Deus-Lisbon_Lisbon_District_Central_Portugal.html","Ermida dos Fieis de Deus","[{""Types"":""Churches & Cathedrals""}]","","","","","5.0","1 review","1","0","0","0","0"
"1701404355-3523","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa900-Lisbon_District_Central_Portugal.html","929. Busto Dr.Sousa Viterbo","https://www.tripadvisor.com/Attraction_Review-g189158-d15588264-Reviews-Busto_Dr_Sousa_Viterbo-Lisbon_Lisbon_District_Central_Portugal.html","Busto Dr.Sousa Viterbo","[{""Types"":""Monuments & Statues""}]","","","Duration: < 1 hour","Praca do Príncipe Real, Lisbon 1250-184 Portugal","4.0","1 review","0","1","0","0","0"
"1701404362-3524","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa900-Lisbon_District_Central_Portugal.html","928. Estatua a Joao de Deus","https://www.tripadvisor.com/Attraction_Review-g189158-d15740251-Reviews-Estatua_a_Joao_de_Deus-Lisbon_Lisbon_District_Central_Portugal.html","Estatua a Joao de Deus","[{""Types"":""Monuments & Statues""}]","","","","Jardim da Estrela, Lisbon 1200-694 Portugal","4.0","1 review","0","1","0","0","0"
"1701404369-3525","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa900-Lisbon_District_Central_Portugal.html","927. Busto de Francisco Stromp","https://www.tripadvisor.com/Attraction_Review-g189158-d19326801-Reviews-Busto_de_Francisco_Stromp-Lisbon_Lisbon_District_Central_Portugal.html","Busto de Francisco Stromp","[{""Types"":""Monuments & Statues""}]","","","","Rua Francisco Stromp, Lisbon 1600-464 Portugal","5.0","1 review","1","0","0","0","0"
"1701404376-3526","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa900-Lisbon_District_Central_Portugal.html","926. Cruzeiro de Odivelas","https://www.tripadvisor.com/Attraction_Review-g189158-d19327214-Reviews-Cruzeiro_de_Odivelas-Lisbon_Lisbon_District_Central_Portugal.html","Cruzeiro de Odivelas","[{""Types"":""Monuments & Statues""}]","","","","Largo Memoria 2, Lisbon 2675-450 Portugal","5.0","1 review","1","0","0","0","0"
"1701404384-3527","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa900-Lisbon_District_Central_Portugal.html","925. Rosa dos Ventos","https://www.tripadvisor.com/Attraction_Review-g189158-d19799053-Reviews-Rosa_dos_Ventos-Lisbon_Lisbon_District_Central_Portugal.html","Rosa dos Ventos","[{""Types"":""Points of Interest & Landmarks""}]","","","","Avenida Brasilia, Lisbon 1400-038 Portugal","4.5","6 reviews","3","3","0","0","0"
"1701404391-3528","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa900-Lisbon_District_Central_Portugal.html","924. Estatua de Jose Estevao Coelho de Magalhaes","https://www.tripadvisor.com/Attraction_Review-g189158-d19795518-Reviews-Estatua_de_Jose_Estevao_Coelho_de_Magalhaes-Lisbon_Lisbon_District_Central_Portu.html","Estatua de Jose Estevao Coelho de Magalhaes","[{""Types"":""Points of Interest & Landmarks""},{""Types"":""Monuments & Statues""}]","","","","","5.0","1 review","1","0","0","0","0"
"1701404398-3529","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa900-Lisbon_District_Central_Portugal.html","923. Memorial a Antero de Quental","https://www.tripadvisor.com/Attraction_Review-g189158-d19795514-Reviews-Memorial_a_Antero_de_Quental-Lisbon_Lisbon_District_Central_Portugal.html","Memorial a Antero de Quental","[{""Types"":""Points of Interest & Landmarks""},{""Types"":""Monuments & Statues""}]","","","","","5.0","1 review","1","0","0","0","0"
"1701404405-3530","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa900-Lisbon_District_Central_Portugal.html","922. Museu de Lisboa","https://www.tripadvisor.com/Attraction_Review-g189158-d19787199-Reviews-Museu_de_Lisboa-Lisbon_Lisbon_District_Central_Portugal.html","Museu de Lisboa","[{""Types"":""Speciality Museums""}]","","","","","5.0","1 review","1","0","0","0","0"
"1701404412-3531","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa900-Lisbon_District_Central_Portugal.html","921. Casa de Almada Negreiros","https://www.tripadvisor.com/Attraction_Review-g189158-d19738382-Reviews-Casa_de_Almada_Negreiros-Lisbon_Lisbon_District_Central_Portugal.html","Casa de Almada Negreiros","[{""Types"":""Points of Interest & Landmarks""}]","","","","Rua Sao Filipe Neri 42 46, Lisbon 1250-227 Portugal","5.0","1 review","1","0","0","0","0"
"1701404419-3532","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa900-Lisbon_District_Central_Portugal.html","920. St Andrew’s Church","https://www.tripadvisor.com/Attraction_Review-g189158-d14059164-Reviews-St_Andrew_s_Church-Lisbon_Lisbon_District_Central_Portugal.html","St Andrew’s Church","[{""Types"":""Churches & Cathedrals""}]","","","Duration: 1-2 hours","R. Arriaga 13, Lisbon 1200-608 Portugal","4.0","1 review","0","1","0","0","0"
"1701404426-3533","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa900-Lisbon_District_Central_Portugal.html","919. Timpano dos Pacos do Concelho","https://www.tripadvisor.com/Attraction_Review-g189158-d19565122-Reviews-Timpano_dos_Pacos_do_Concelho-Lisbon_Lisbon_District_Central_Portugal.html","Timpano dos Pacos do Concelho","[{""Types"":""Points of Interest & Landmarks""}]","","","","Praca do Municipio, Lisbon 1100-365 Portugal","5.0","1 review","1","0","0","0","0"
"1701404433-3534","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa900-Lisbon_District_Central_Portugal.html","918. Joao Goncalves Zarco","https://www.tripadvisor.com/Attraction_Review-g189158-d19509841-Reviews-Joao_Goncalves_Zarco-Lisbon_Lisbon_District_Central_Portugal.html","Joao Goncalves Zarco","[{""Types"":""Monuments & Statues""}]","","","","Rua Goncalves Zarco Belem, Lisbon 1400-033 Portugal","5.0","1 review","1","0","0","0","0"
"1701404441-3535","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa900-Lisbon_District_Central_Portugal.html","917. Ermida de Nossa Senhora da Conceicao","https://www.tripadvisor.com/Attraction_Review-g189158-d19432138-Reviews-Ermida_de_Nossa_Senhora_da_Conceicao-Lisbon_Lisbon_District_Central_Portugal.html","Ermida de Nossa Senhora da Conceicao","[{""Types"":""Churches & Cathedrals""}]","","","","Travessa do Marta Pinto 21, Lisbon 1300-390 Portugal","5.0","1 review","1","0","0","0","0"
"1701404448-3536","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa900-Lisbon_District_Central_Portugal.html","916. Monumento a Franca Borges","https://www.tripadvisor.com/Attraction_Review-g189158-d19796070-Reviews-Monumento_a_Franca_Borges-Lisbon_Lisbon_District_Central_Portugal.html","Monumento a Franca Borges","[{""Types"":""Points of Interest & Landmarks""},{""Types"":""Monuments & Statues""}]","","","","","5.0","1 review","1","0","0","0","0"
"1701404455-3537","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa900-Lisbon_District_Central_Portugal.html","915. Mahatma Gandhi sculpture","https://www.tripadvisor.com/Attraction_Review-g189158-d19787242-Reviews-Mahatma_Gandhi_sculpture-Lisbon_Lisbon_District_Central_Portugal.html","Mahatma Gandhi sculpture","[{""Types"":""Monuments & Statues""}]","","","","","5.0","1 review","1","0","0","0","0"
"1701404462-3538","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa900-Lisbon_District_Central_Portugal.html","914. Jardim Fialho de Almeida","https://www.tripadvisor.com/Attraction_Review-g189158-d19601137-Reviews-Jardim_Fialho_de_Almeida-Lisbon_Lisbon_District_Central_Portugal.html","Jardim Fialho de Almeida","[{""Types"":""State Parks""},{""Types"":""Parks""},{""Types"":""Playgrounds""}]","","","","","4.5","3 reviews","2","1","0","0","0"
"1701404469-3539","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa900-Lisbon_District_Central_Portugal.html","913. Chafariz da Rua do Seculo","https://www.tripadvisor.com/Attraction_Review-g189158-d19410430-Reviews-Chafariz_da_Rua_do_Seculo-Lisbon_Lisbon_District_Central_Portugal.html","Chafariz da Rua do Seculo","[{""Types"":""Fountains""}]","","","","Rua de O Seculo Misericordia, Lisbon 1200-109 Portugal","5.0","1 review","1","0","0","0","0"
"1701404476-3540","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa900-Lisbon_District_Central_Portugal.html","912. Mae e Filho","https://www.tripadvisor.com/Attraction_Review-g189158-d19398892-Reviews-Mae_e_Filho-Lisbon_Lisbon_District_Central_Portugal.html","Mae e Filho","[{""Types"":""Monuments & Statues""}]","","","","Parque Eduardo VII de Inglaterra, Lisbon 1070-099 Portugal","5.0","1 review","1","0","0","0","0"
"1701404483-3541","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa900-Lisbon_District_Central_Portugal.html","911. Fonte do Passeio de Ulisses","https://www.tripadvisor.com/Attraction_Review-g189158-d19398882-Reviews-Fonte_do_Passeio_de_Ulisses-Lisbon_Lisbon_District_Central_Portugal.html","Fonte do Passeio de Ulisses","[{""Types"":""Points of Interest & Landmarks""},{""Types"":""Fountains""}]","","","","Passeio de Ulisses Parque das Nacoes, Lisbon 1990-288 Portugal","5.0","1 review","1","0","0","0","0"
